,시도교육청,자료명,"파일명(활동명, 자료제목)",자료유형,활동 유형,학교급,시간(차시),과목명,환경교육역량,장소,환경주제,SDGs목표,교수학습방법,성취기준
50,서울,2025 생태전환교육(초5~6),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(초5~6)(교사용)_6,교사용 수업 지도안,교육과정 연계,초등학교(5~6),1,"도덕, 사회","창의적 문제해결 역량, 협동과공동체 역량",일반교실,자연환경,깨끗한 물과 위생,"조사, 해설","[6도03-04] 다른 나라 사람들이 처한 여러 가지 상황을 종합적으로 이해하고 해결 방안을 탐구하며 인류애를 기른다. 
[6사12-02] 지구촌을 위협하는 다양한 문제들을 파악하고, 지속가능한 미래를 위한 해결 방안을 탐색한다."
51,서울,2025 생태전환교육(초5~6),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(초5~6)(교사용)_7,교사용 수업 지도안,교육과정 연계,초등학교(5~6),1,"사회, 도덕","협동과공동체 역량, 환경감수성",일반교실,환경문화,성평등,"토의와 토론, 조사","[6사03-01] 일상 사례에서 법의 의미와 역할을 이해하고, 헌법에 규정된 인권이 일상생활에서 구현되는 사례를 조사하여 인권 친화적 태도를 기른다. 
[6도03-01] 인권과 관련된 다양한 사례를 살펴보고 인권에 관한 감수성을 길러 이를 실천하려는 의지를 함양한다."
52,서울,2025 생태전환교육(초5~6),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(초5~6)(교사용)_8,교사용 수업 지도안,교육과정 연계,초등학교(5~6),1,"실과, 미술","시스템 사고, 창의적 문제해결 역량",일반교실,환경문화,양질의 일자리,"조사, 창작","[6실01-07] 직업의 필요성을 이해하고, 적성, 흥미, 성격에 따라 진로 발달 계획을 세우고 주도적으로 탐색한다. 
[6미02-01] 다양한 방법으로 아이디어를 연결하여 확장된 표현 주제로 발전시킬 수 있다."
53,서울,2025 생태전환교육(초5~6),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(초5~6)(교사용)_9,교사용 수업 지도안,교육과정 연계,초등학교(5~6),1,"도덕, 사회","협동과공동체 역량, 환경 정보 활용 능력",일반교실,지구환경,모든 형태의 불평등 해소,"조사, 토의와 토론","[6도03-04] 다른 나라 사람들이 처한 여러 가지 상황을 종합적으로 이해하고 해결 방안을 탐구하며 인류애를 기른다. 
[6사12-02] 지구촌을 위협하는 다양한 문제들을 파악하고, 지속가능한 미래를 위한 해결 방안을 탐색한다."
54,서울,2025 생태전환교육(초5~6),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(초5~6)(교사용)_10,교사용 수업 지도안,교육과정 연계,초등학교(5~6),1,국어,"협동과공동체 역량, 창의적 문제해결 역량",일반교실,환경문화,평화롭고 정의롭고 포용적인 제도 구축,"토의와 토론, 해설",[6국01-06] 토의에 협력적으로 참여하며 서로의 의견을 비교하고 조정한다.
55,서울,2025 생태전환교육(초5~6),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(초5~6)(학생용)_1,학생용 활동지,교육과정 연계,초등학교(5~6),1,"국어, 실과",환경 정보 활용 능력,일반교실,지구환경,기후변화,"토의와 토론, 프로젝트","[6국02-01] 글의 구조를 고려하며 주제나 주장을 파악하고 글 내용을 요약한다. 
[6실01-06] 가정일을 수행하는 과정에서 일의 가치와 중요성을 이해하고, 가정생활을 유지하는 데 필요한 가정일의 종류를 탐색한다."
56,서울,2025 생태전환교육(초5~6),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(초5~6)(학생용)_2,학생용 활동지,교육과정 연계,초등학교(5~6),1,"사회, 국어","시스템 사고, 환경감수성",일반교실,지구환경,기후변화,"조사, 해설","[6사12-02] 지구촌을 위협하는 다양한 문제들을 파악하고, 지속가능한 미래를 위한 해결 방안을 탐색한다. 
[6국01-06] 토의에 협력적으로 참여하며 서로의 의견을 비교하고 조정한다."
57,서울,2025 생태전환교육(초5~6),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(초5~6)(학생용)_3,학생용 활동지,교육과정 연계,초등학교(5~6),1,"실과, 국어","협동과공동체 역량, 환경감수성",일반교실,생활환경,빈곤퇴치,"조사, 창작","[6실01-04] 균형 잡힌 식사의 중요성과 조건을 탐색하여 자신의 식습관을 검토해 보고 건강한 식습관 형성에 적용한다. 
[6국03-02] 적절한 근거를 사용하고 인용의 출처를 밝히며 주장하는 글을 쓴다."
58,서울,2025 생태전환교육(초5~6),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(초5~6)(학생용)_4,학생용 활동지,교육과정 연계,초등학교(5~6),1,사회,"창의적 문제해결 역량, 환경 정보 활용 능력",일반교실,생활환경,지속가능한 생산과 소비,"조사, 토의와 토론","[6사02-01] 우리나라의 계절별 기후 특징을 자료에서 탐구하고, 기후변화로 인한 자연재해의 심각성을 이해한다. 
[6사12-02] 지구촌을 위협하는 다양한 문제들을 파악하고, 지속가능한 미래를 위한 해결 방안을 탐색한다."
59,서울,2025 생태전환교육(초5~6),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(초5~6)(학생용)_5,학생용 활동지,교육과정 연계,초등학교(5~6),1,"국어, 도덕","환경감수성, 협동과공동체 역량",일반교실,자연환경,해양생태계,"프로젝트, 창작","[6국01-05] 자료를 선별하여 핵심 정보를 중심으로 내용을 구성하고 매체를 활용하여 발표한다. 
[6도04-02] 지속가능한 삶의 의미를 탐구하고 미래 세대에 대한 책임을 강화하여 자연의 다양성을 존중하고 생산성을 유지할 수 있는 미래를 위한 실천 방안을 찾는다."
60,서울,2025 생태전환교육(초5~6),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(초5~6)(학생용)_6,학생용 활동지,교육과정 연계,초등학교(5~6),1,"도덕, 사회","창의적 문제해결 역량, 협동과공동체 역량",일반교실,자연환경,깨끗한 물과 위생,"조사, 해설","[6도03-04] 다른 나라 사람들이 처한 여러 가지 상황을 종합적으로 이해하고 해결 방안을 탐구하며 인류애를 기른다. 
[6사12-02] 지구촌을 위협하는 다양한 문제들을 파악하고, 지속가능한 미래를 위한 해결 방안을 탐색한다."
61,서울,2025 생태전환교육(초5~6),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(초5~6)(학생용)_7,학생용 활동지,교육과정 연계,초등학교(5~6),1,"사회, 도덕","협동과공동체 역량, 환경감수성",일반교실,환경문화,성평등,"토의와 토론, 조사","[6사03-01] 일상 사례에서 법의 의미와 역할을 이해하고, 헌법에 규정된 인권이 일상생활에서 구현되는 사례를 조사하여 인권 친화적 태도를 기른다. 
[6도03-01] 인권과 관련된 다양한 사례를 살펴보고 인권에 관한 감수성을 길러 이를 실천하려는 의지를 함양한다."
62,서울,2025 생태전환교육(초5~6),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(초5~6)(학생용)_8,학생용 활동지,교육과정 연계,초등학교(5~6),1,"실과, 미술","시스템 사고, 창의적 문제해결 역량",일반교실,환경문화,양질의 일자리,"조사, 창작","[6실01-07] 직업의 필요성을 이해하고, 적성, 흥미, 성격에 따라 진로 발달 계획을 세우고 주도적으로 탐색한다. 
[6미02-01] 다양한 방법으로 아이디어를 연결하여 확장된 표현 주제로 발전시킬 수 있다."
63,서울,2025 생태전환교육(초5~6),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(초5~6)(학생용)_9,학생용 활동지,교육과정 연계,초등학교(5~6),1,"도덕, 사회","협동과공동체 역량, 환경 정보 활용 능력",일반교실,지구환경,모든 형태의 불평등 해소,"조사, 토의와 토론","[6도03-04] 다른 나라 사람들이 처한 여러 가지 상황을 종합적으로 이해하고 해결 방안을 탐구하며 인류애를 기른다.
[6사12-02] 지구촌을 위협하는 다양한 문제들을 파악하고, 지속가능한 미래를 위한 해결 방안을 탐색한다."
64,서울,2025 생태전환교육(초5~6),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(초5~6)(학생용)_10,학생용 활동지,교육과정 연계,초등학교(5~6),1,국어,"협동과공동체 역량, 창의적 문제해결 역량",일반교실,환경문화,평화롭고 정의롭고 포용적인 제도 구축,"토의와 토론, 해설",[6국01-06] 토의에 협력적으로 참여하며 서로의 의견을 비교하고 조정한다.
65,서울,2025 생태전환교육(중1~3),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(중1~3)(교사용)_1,교사용 수업 지도안,교육과정 연계,중학교,1,"사회, 도덕","시스템 사고, 환경감수성",일반교실,지구환경,기후변화,"토의와 토론, 조사","[9사(지리)04-03] 지속가능한 발전을 위한 아프리카 각 지역의 노력과 세계 다양한 주체들의 협력 사례를 조사한다. 
[9사(일사)12-01] 오늘날 우리 사회가 겪는 사회 변동에 대해 조사하고, 이로 인한 변화를 예측한다. 
[9도04-01] 인간 이외의 생명체를 도덕적으로 고려해야 하는 이유를 정당화한다."
66,서울,2025 생태전환교육(중1~3),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(중1~3)(교사용)_2,교사용 수업 지도안,교육과정 연계,중학교,1,"사회, 미술","환경 정보 활용 능력, 창의적 문제해결 역량",일반교실,생활환경,빈곤퇴치,"조사, 창작","[9사(지리)12-01] 우리나라 주요 식량 자원 및 에너지 자원의 소비 현황과 수입국 현황을 분석하여 문제를 파악한다. 
[9미03-04] 미술의 다원성에 대한 존중을 바탕으로 미술 감상 경험을 삶과 연결한다."
67,서울,2025 생태전환교육(중1~3),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(중1~3)(교사용)_3,교사용 수업 지도안,교육과정 연계,중학교,1,"도덕, 음악","환경감수성, 협동과공동체 역량",일반교실,환경문화,건강한 삶과 웰빙,"토의와 토론, 창작","[9도01-03] 행복에 관한 심리적, 사회적, 윤리적 접근 등을 통해 행복의 의미를 종합적으로 파악한다. 
[9음03-03] 음악의 요소와 특징을 활용하여 간단한 형식의 음악을 만든다."
68,서울,2025 생태전환교육(중1~3),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(중1~3)(교사용)_4,교사용 수업 지도안,교육과정 연계,중학교,1,"환경, 과학, 사회","시스템 사고, 창의적 문제해결 역량",일반교실,자연환경,깨끗한 물과 위생,"조사, 프로젝트","[9환05-03] 환경 정의 측면에서 지속가능한 사회를 위한 실천 방안을 조사하여 참여해 본다. 
[9과18-01] 수권에서 해수, 담수, 빙하의 분포와 활용 사례를 조사하고 물의 가치에 대해 토론한다. 
[9사(지리)12-03] 더 나은 지역을 만들어 가는 사람들의 노력을 살펴보고 지역 문제 해결 방안을 모색한다."
69,서울,2025 생태전환교육(중1~3),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(중1~3)(교사용)_5,교사용 수업 지도안,교육과정 연계,중학교,1,"사회, 과학","시스템 사고, 환경 정보 활용 능력",일반교실,지구환경,지속가능한 에너지,"조사, 토의와 토론","[9사(지리)12-02] 지역 개발과 환경 보존을 둘러싼 글로컬 환경 이슈에 관심을 가진다. 
[9과16-06] 화학 반응에서 열에너지가 출입함을 알고, 생활 속 사례를 조사하여 발표할 수 있다."
70,서울,2025 생태전환교육(중1~3),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(중1~3)(교사용)_6,교사용 수업 지도안,교육과정 연계,중학교,1,"사회, 환경","창의적 문제해결 역량, 시스템 사고",일반교실,환경문화,지속가능한 생산과 소비,"조사, 토의와 토론","[9사(일사)08-03] 시장경제에서 기업의 역할과 사회적 책임을 설명하고, 기업가 정신에 대해 토의한다. 
[9환05-03] 지속가능한 사회를 위한 개인적·사회적 실천 방안을 조사하여 참여해 본다."
71,서울,2025 생태전환교육(중1~3),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(중1~3)(교사용)_7,교사용 수업 지도안,교육과정 연계,중학교,1,"과학, 정보","환경 정보 활용 능력, 창의적 문제해결 역량",일반교실,지구환경,사회기반시설 산업화 및 혁신,"프로젝트, 조사","[9과22-01] 재해·재난 사례와 관련된 자료를 조사하고, 그 발생 원인과 피해에 대해 과학적으로 분석할 수 있다. 
[9정02-03] 실생활의 데이터를 표, 다이어그램 등 다양한 형태로 구조화한다."
72,서울,2025 생태전환교육(중1~3),서울_2025 지속 가능한 미래를 여는 생태 전환 교육(중1~3)(교사용)_8,교사용 수업 지도안,교육과정 연계,중학교,1,"사회, 국어","환경감수성, 협동과공동체 역량",일반교실,지구환경,기후변화,"창작, 토의와 토론","[9사(지리)08-03] 우리나라 자연재해의 지리적 특성과 피해 최소화를 위한 노력을 파악한다. 
[9국05-05] 작품에 반영된 사회·문화적 상황을 이해하며 작품을 감상한다."
